price,year,odometer,manufacturer,condition,cylinders,fuel,title_status,transmission,drive,type,paint_color
4600,2013.0,174150.0,toyota,good,4 cylinders,gas,clean,automatic,fwd,sedan,unknown
18990,2017.0,15796.0,toyota,good,4 cylinders,other,clean,other,fwd,sedan,silver
12500,2014.0,80660.0,mazda,like new,4 cylinders,gas,clean,manual,fwd,sedan,red
25590,2018.0,13269.0,volkswagen,good,4 cylinders,gas,clean,other,fwd,sedan,blue
30977,2017.0,11160.0,chevrolet,excellent,8 cylinders,gas,clean,automatic,rwd,van,white
23972,2020.0,13850.0,kia,like new,4 cylinders,gas,clean,automatic,fwd,SUV,white
10499,2010.0,86190.0,bmw,excellent,6 cylinders,gas,clean,automatic,rwd,sedan,silver
12999,2012.0,141429.0,toyota,good,4 cylinders,gas,clean,automatic,4wd,SUV,silver
5450,2002.0,136727.0,dodge,excellent,8 cylinders,gas,clean,automatic,4wd,pickup,red
17900,2017.0,46009.0,toyota,excellent,4 cylinders,gas,clean,automatic,fwd,sedan,black
4950,2006.0,135000.0,toyota,excellent,6 cylinders,gas,clean,automatic,fwd,convertible,white
41999,2016.0,110970.0,ford,good,8 cylinders,diesel,clean,automatic,4wd,pickup,unknown
16988,2012.0,95000.0,honda,like new,6 cylinders,gas,clean,automatic,fwd,mini-van,black
10500,2005.0,70000.0,chevrolet,good,8 cylinders,gas,clean,automatic,4wd,other,white
5200,2013.0,178000.0,volkswagen,excellent,4 cylinders,hybrid,clean,automatic,fwd,sedan,silver
12000,2002.0,225690.0,toyota,excellent,4 cylinders,gas,clean,manual,4wd,pickup,brown
5000,2018.0,52921.0,chevrolet,excellent,8 cylinders,gas,clean,automatic,fwd,sedan,black
12990,2014.0,109274.0,ford,excellent,4 cylinders,gas,clean,automatic,4wd,SUV,grey
17995,2015.0,55894.0,toyota,excellent,6 cylinders,gas,clean,automatic,fwd,wagon,white
2500,2005.0,130000.0,chevrolet,fair,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
12998,2017.0,54386.0,honda,good,4 cylinders,gas,clean,manual,fwd,sedan,black
31990,2020.0,20042.0,ram,good,8 cylinders,gas,clean,other,4wd,pickup,white
8500,2003.0,260000.0,toyota,good,4 cylinders,gas,clean,automatic,fwd,sedan,unknown
4999,1999.0,212000.0,ford,fair,10 cylinders,gas,clean,automatic,4wd,pickup,silver
26994,2013.0,57736.0,ford,like new,6 cylinders,gas,clean,automatic,4wd,pickup,red
19900,2015.0,48535.0,bmw,good,4 cylinders,gas,clean,automatic,4wd,sedan,white
65000,2018.0,22361.0,outro,good,other,other,clean,automatic,fwd,other,unknown
37590,2019.0,30356.0,acura,good,6 cylinders,other,clean,other,fwd,other,silver
11400,2008.0,188983.0,toyota,excellent,6 cylinders,gas,clean,automatic,rwd,truck,blue
19990,2012.0,29993.0,mazda,good,4 cylinders,gas,clean,other,rwd,other,silver
12900,2016.0,76626.0,kia,excellent,4 cylinders,gas,clean,automatic,fwd,SUV,black
35903,2012.0,214986.0,ram,good,8 cylinders,diesel,clean,automatic,4wd,pickup,unknown
7999,2008.0,167785.0,chevrolet,excellent,6 cylinders,gas,clean,automatic,4wd,SUV,unknown
6540,2008.0,180426.0,toyota,good,4 cylinders,gas,clean,automatic,fwd,sedan,unknown
1400,2006.0,1.0,hyundai,good,4 cylinders,gas,clean,automatic,fwd,sedan,unknown
28590,2017.0,102.0,chevrolet,good,6 cylinders,gas,clean,other,4wd,pickup,red
5950,2008.0,125000.0,honda,excellent,4 cylinders,gas,clean,automatic,fwd,sedan,black
12500,2006.0,87000.0,dodge,like new,8 cylinders,gas,clean,automatic,4wd,sedan,black
17990,2017.0,40913.0,buick,good,6 cylinders,gas,clean,other,fwd,sedan,black
10999,2011.0,142683.0,volkswagen,good,6 cylinders,gas,clean,automatic,4wd,SUV,black
19000,2016.0,39960.0,audi,excellent,4 cylinders,gas,lien,automatic,4wd,sedan,grey
49990,2018.0,17083.0,bmw,good,8 cylinders,gas,clean,automatic,rwd,other,black
29590,2013.0,30669.0,mercedes-benz,good,6 cylinders,other,clean,automatic,rwd,SUV,black
7488,2014.0,85000.0,dodge,good,6 cylinders,gas,clean,automatic,fwd,sedan,blue
23352,2020.0,15357.0,honda,good,4 cylinders,gas,clean,automatic,fwd,sedan,grey
4500,2006.0,120000.0,chevrolet,excellent,6 cylinders,gas,clean,automatic,fwd,van,brown
5500,2009.0,163783.0,buick,good,6 cylinders,gas,clean,automatic,fwd,wagon,silver
40488,2016.0,56559.0,chevrolet,good,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
30590,2020.0,10740.0,ford,good,8 cylinders,gas,clean,other,4wd,pickup,unknown
2000,1987.0,1.0,outro,fair,8 cylinders,gas,clean,manual,rwd,hatchback,red
24990,2013.0,70559.0,gmc,good,8 cylinders,gas,clean,other,4wd,pickup,black
16399,2016.0,1000.0,ford,like new,8 cylinders,gas,clean,automatic,4wd,pickup,white
31590,2020.0,2195.0,mazda,good,4 cylinders,gas,clean,other,rwd,other,unknown
7499,2012.0,125094.0,chevrolet,good,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
7295,2013.0,143267.0,toyota,excellent,4 cylinders,hybrid,clean,automatic,fwd,hatchback,white
50999,2016.0,80572.0,ford,good,8 cylinders,diesel,clean,automatic,4wd,truck,unknown
14750,2014.0,80500.0,audi,good,4 cylinders,gas,salvage,automatic,4wd,wagon,silver
36590,2020.0,3993.0,buick,good,6 cylinders,gas,clean,other,fwd,other,white
5991,1997.0,91913.0,ford,good,6 cylinders,gas,clean,automatic,fwd,sedan,unknown
4500,2006.0,160000.0,honda,good,4 cylinders,gas,clean,automatic,fwd,sedan,blue
27995,2015.0,76767.0,ford,good,6 cylinders,gas,clean,automatic,rwd,pickup,custom
38990,2020.0,14028.0,acura,good,6 cylinders,gas,clean,other,fwd,SUV,white
1700,2007.0,111000.0,outro,good,6 cylinders,gas,salvage,automatic,fwd,sedan,unknown
5995,2010.0,149408.0,buick,excellent,6 cylinders,gas,clean,automatic,fwd,SUV,white
12985,2007.0,101281.0,chevrolet,good,8 cylinders,gas,clean,automatic,rwd,truck,red
144,2011.0,85276.0,honda,good,4 cylinders,gas,clean,automatic,fwd,sedan,blue
12399,2007.0,96061.0,lexus,excellent,6 cylinders,gas,clean,automatic,fwd,SUV,blue
39995,2015.0,162210.0,gmc,good,8 cylinders,diesel,clean,automatic,4wd,truck,blue
27595,2013.0,126052.0,chevrolet,good,8 cylinders,gas,clean,automatic,4wd,other,white
28500,2015.0,64607.0,chevrolet,good,8 cylinders,gas,rebuilt,automatic,4wd,truck,silver
3500,2002.0,93000.0,cadillac,good,8 cylinders,gas,clean,automatic,fwd,sedan,silver
3295,2007.0,146853.0,cadillac,good,6 cylinders,gas,clean,automatic,fwd,sedan,silver
9500,2015.0,129535.0,nissan,excellent,4 cylinders,gas,clean,automatic,fwd,sedan,red
5999,2002.0,72722.0,mercedes-benz,good,4 cylinders,gas,clean,automatic,rwd,hatchback,unknown
7950,2005.0,98500.0,jeep,excellent,8 cylinders,gas,clean,automatic,4wd,SUV,red
8800,2012.0,110000.0,outro,excellent,4 cylinders,gas,clean,automatic,fwd,sedan,white
18000,2002.0,191935.0,jeep,good,6 cylinders,gas,clean,manual,4wd,SUV,black
32800,2015.0,111992.0,ford,excellent,6 cylinders,gas,clean,automatic,4wd,truck,white
5500,1997.0,83000.0,cadillac,excellent,8 cylinders,gas,clean,automatic,fwd,sedan,green
8990,2013.0,80000.0,mercedes-benz,like new,6 cylinders,gas,clean,automatic,rwd,sedan,unknown
47999,2020.0,21615.0,acura,good,6 cylinders,gas,clean,automatic,4wd,SUV,black
1995,2008.0,122008.0,dodge,excellent,6 cylinders,gas,clean,automatic,rwd,mini-van,grey
17999,2004.0,82000.0,ford,good,8 cylinders,gas,clean,automatic,4wd,truck,unknown
39805,2017.0,80961.0,mercedes-benz,good,6 cylinders,gas,clean,automatic,rwd,van,white
36590,2019.0,14222.0,gmc,good,8 cylinders,gas,clean,other,4wd,pickup,blue
10598,2000.0,77222.0,ford,good,8 cylinders,diesel,clean,automatic,4wd,pickup,unknown
38888,2018.0,34262.0,ford,good,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
11372,2005.0,74136.0,cadillac,good,6 cylinders,gas,clean,automatic,fwd,other,white
43990,2013.0,33867.0,mercedes-benz,good,8 cylinders,other,clean,other,rwd,convertible,unknown
12995,2011.0,128331.0,toyota,good,6 cylinders,gas,clean,automatic,4wd,SUV,custom
21200,2016.0,112042.0,ram,excellent,8 cylinders,gas,clean,automatic,4wd,pickup,black
581,2016.0,15949.0,outro,good,6 cylinders,diesel,clean,automatic,4wd,SUV,unknown
12860,2014.0,125135.0,chevrolet,good,4 cylinders,gas,clean,automatic,fwd,wagon,black
23990,2019.0,37090.0,dodge,good,6 cylinders,gas,clean,other,fwd,van,white
24900,2016.0,122238.0,ford,excellent,8 cylinders,gas,clean,automatic,rwd,truck,white
5450,2010.0,147000.0,chevrolet,excellent,4 cylinders,gas,clean,automatic,fwd,SUV,red
18999,2013.0,103727.0,lexus,like new,6 cylinders,gas,clean,automatic,4wd,sedan,blue
2195,2005.0,193000.0,outro,good,4 cylinders,gas,clean,manual,fwd,sedan,unknown
18599,2013.0,68901.0,lexus,good,6 cylinders,gas,clean,automatic,4wd,sedan,unknown
46950,2018.0,63917.0,ram,good,8 cylinders,diesel,clean,automatic,4wd,pickup,white
8950,2013.0,144047.0,ford,good,6 cylinders,gas,clean,automatic,4wd,SUV,black
19999,1953.0,62555.0,outro,like new,8 cylinders,gas,clean,automatic,rwd,sedan,unknown
52900,2016.0,104000.0,gmc,excellent,8 cylinders,diesel,clean,automatic,4wd,truck,black
7995,2011.0,66727.0,toyota,good,4 cylinders,gas,clean,automatic,fwd,sedan,unknown
40990,2019.0,14139.0,chevrolet,good,8 cylinders,gas,clean,other,rwd,coupe,black
25990,2016.0,40016.0,lexus,good,6 cylinders,gas,clean,other,fwd,hatchback,black
14500,2017.0,90130.0,toyota,excellent,4 cylinders,gas,clean,automatic,fwd,sedan,grey
17650,2014.0,106707.0,lexus,excellent,6 cylinders,gas,clean,automatic,4wd,SUV,unknown
26990,2017.0,41147.0,cadillac,good,6 cylinders,gas,clean,other,fwd,sedan,red
15975,2012.0,109528.0,dodge,good,6 cylinders,gas,clean,automatic,fwd,van,black
7995,2016.0,85527.0,outro,good,4 cylinders,gas,clean,automatic,fwd,sedan,white
12000,2013.0,116750.0,bmw,excellent,4 cylinders,gas,lien,automatic,4wd,sedan,black
5995,2011.0,177350.0,bmw,excellent,6 cylinders,gas,clean,automatic,4wd,coupe,red
3690,2004.0,258201.0,jeep,excellent,6 cylinders,gas,clean,automatic,4wd,SUV,unknown
11995,2013.0,122500.0,chrysler,good,6 cylinders,gas,clean,automatic,rwd,sedan,white
6999,1999.0,149604.0,dodge,good,6 cylinders,gas,clean,manual,fwd,pickup,white
9995,2010.0,112603.0,acura,good,6 cylinders,gas,clean,automatic,fwd,sedan,unknown
12767,2003.0,153906.0,ford,excellent,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
4200,2006.0,169000.0,honda,good,4 cylinders,gas,clean,automatic,fwd,sedan,unknown
24999,2013.0,132000.0,cadillac,good,6 cylinders,gas,clean,automatic,fwd,sedan,unknown
4000,2010.0,145000.0,dodge,good,4 cylinders,gas,clean,automatic,rwd,sedan,silver
13995,2014.0,59833.0,buick,good,6 cylinders,gas,clean,automatic,fwd,SUV,unknown
23590,2018.0,80000.0,toyota,good,4 cylinders,hybrid,clean,other,fwd,sedan,black
2990,2005.0,172731.0,subaru,good,4 cylinders,gas,clean,automatic,4wd,hatchback,grey
25995,2013.0,82800.0,chevrolet,good,8 cylinders,gas,clean,automatic,4wd,other,white
20000,2017.0,94055.0,subaru,good,4 cylinders,gas,clean,automatic,4wd,wagon,white
22449,2019.0,37772.0,dodge,good,6 cylinders,gas,clean,automatic,fwd,van,grey
14900,2006.0,111008.0,ram,new,8 cylinders,gas,clean,automatic,4wd,pickup,black
10995,2004.0,186650.0,ford,good,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
9900,2013.0,101000.0,ford,good,4 cylinders,gas,clean,automatic,4wd,pickup,blue
12497,2019.0,50003.0,chevrolet,good,4 cylinders,gas,clean,automatic,fwd,hatchback,black
35590,2018.0,28162.0,audi,good,6 cylinders,gas,clean,other,4wd,wagon,unknown
24998,2017.0,81871.0,chevrolet,good,6 cylinders,gas,clean,automatic,4wd,SUV,unknown
18900,1989.0,62621.0,outro,excellent,8 cylinders,gas,clean,automatic,rwd,hatchback,unknown
12980,2013.0,114705.0,honda,good,4 cylinders,gas,clean,automatic,fwd,sedan,unknown
19990,2018.0,15207.0,outro,good,4 cylinders,other,clean,automatic,4wd,SUV,unknown
51721,2017.0,126867.0,chevrolet,good,8 cylinders,diesel,clean,automatic,4wd,pickup,unknown
6900,2009.0,132000.0,bmw,excellent,6 cylinders,gas,clean,automatic,rwd,coupe,white
11995,2018.0,69940.0,toyota,excellent,4 cylinders,gas,clean,automatic,fwd,sedan,white
15800,2018.0,41200.0,ford,like new,4 cylinders,gas,clean,automatic,fwd,sedan,black
11495,2015.0,89250.0,jeep,like new,4 cylinders,gas,clean,automatic,fwd,SUV,green
34995,2015.0,46020.0,ram,good,8 cylinders,gas,clean,automatic,4wd,pickup,blue
19900,2016.0,65657.0,toyota,good,4 cylinders,gas,clean,automatic,fwd,wagon,red
32995,2015.0,89044.0,ram,good,8 cylinders,gas,clean,automatic,4wd,pickup,blue
27590,2013.0,43937.0,toyota,good,4 cylinders,other,clean,other,4wd,pickup,white
31990,2020.0,19414.0,chevrolet,good,6 cylinders,gas,clean,other,fwd,other,unknown
17995,2016.0,132645.0,ford,excellent,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
15937,2011.0,163000.0,ford,good,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
24995,2019.0,19424.0,honda,good,4 cylinders,gas,clean,automatic,fwd,SUV,custom
28000,2015.0,68095.0,ford,excellent,8 cylinders,gas,clean,automatic,rwd,truck,white
113,2010.0,89101.0,kia,good,4 cylinders,other,clean,automatic,fwd,hatchback,unknown
18590,2017.0,34723.0,mazda,good,4 cylinders,gas,clean,other,fwd,hatchback,blue
7950,2013.0,195000.0,nissan,good,4 cylinders,gas,clean,automatic,fwd,sedan,unknown
8000,2008.0,184000.0,dodge,good,6 cylinders,gas,clean,automatic,rwd,sedan,green
13999,2015.0,72830.0,honda,good,4 cylinders,gas,clean,automatic,fwd,sedan,black
8995,2004.0,83276.0,mercedes-benz,excellent,6 cylinders,gas,clean,automatic,4wd,wagon,unknown
13000,1992.0,13000.0,chevrolet,like new,8 cylinders,gas,clean,manual,rwd,pickup,black
33590,2018.0,30814.0,lexus,good,6 cylinders,gas,clean,automatic,rwd,sedan,white
19995,2008.0,191333.0,toyota,good,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
10998,2012.0,88588.0,hyundai,good,4 cylinders,gas,clean,automatic,fwd,sedan,red
100,2019.0,36000.0,honda,good,4 cylinders,gas,clean,automatic,fwd,sedan,unknown
26990,2017.0,60932.0,buick,good,6 cylinders,other,clean,other,fwd,SUV,black
22990,2017.0,21297.0,infiniti,good,6 cylinders,other,clean,other,rwd,hatchback,black
13990,2011.0,52844.0,honda,good,4 cylinders,gas,clean,other,fwd,hatchback,orange
33590,2019.0,33424.0,ford,good,8 cylinders,gas,clean,other,4wd,pickup,white
10900,2015.0,73000.0,nissan,excellent,4 cylinders,gas,clean,automatic,fwd,sedan,grey
7295,2006.0,183000.0,lexus,excellent,6 cylinders,hybrid,clean,other,4wd,other,unknown
13895,2014.0,121656.0,infiniti,good,6 cylinders,gas,clean,automatic,rwd,other,silver
11222,2015.0,130754.0,honda,good,4 cylinders,gas,clean,automatic,fwd,sedan,silver
5995,2012.0,110320.0,subaru,excellent,4 cylinders,gas,rebuilt,automatic,4wd,sedan,brown
33420,2018.0,45420.0,jeep,good,6 cylinders,gas,clean,automatic,4wd,SUV,unknown
14995,2002.0,145782.0,chevrolet,like new,8 cylinders,gas,clean,automatic,rwd,convertible,grey
36000,2018.0,39498.0,jeep,like new,8 cylinders,gas,clean,automatic,4wd,SUV,grey
25590,2018.0,16495.0,outro,good,4 cylinders,other,clean,other,4wd,other,brown
6990,2008.0,162000.0,honda,good,4 cylinders,gas,clean,automatic,fwd,sedan,unknown
3500,2011.0,91000.0,chevrolet,excellent,6 cylinders,gas,clean,automatic,4wd,pickup,grey
8995,2013.0,95000.0,hyundai,good,4 cylinders,gas,clean,automatic,fwd,sedan,unknown
7950,2010.0,187731.0,honda,excellent,4 cylinders,gas,clean,automatic,4wd,SUV,brown
16451,2014.0,140285.0,ford,like new,6 cylinders,gas,clean,automatic,4wd,pickup,white
5490,2007.0,178000.0,mazda,excellent,4 cylinders,gas,clean,automatic,fwd,sedan,silver
24990,2019.0,39484.0,chrysler,good,6 cylinders,gas,clean,other,fwd,van,unknown
7700,2011.0,131219.0,subaru,excellent,4 cylinders,gas,clean,automatic,4wd,hatchback,grey
2800,2003.0,160000.0,outro,good,4 cylinders,gas,clean,automatic,fwd,coupe,grey
4495,2012.0,154953.0,nissan,good,4 cylinders,gas,clean,other,fwd,wagon,unknown
27590,2011.0,61445.0,mercedes-benz,good,8 cylinders,gas,clean,automatic,rwd,coupe,silver
4900,2006.0,188000.0,toyota,good,4 cylinders,gas,clean,automatic,4wd,SUV,green
21995,2018.0,125714.0,ram,good,8 cylinders,other,clean,automatic,fwd,pickup,silver
25980,2013.0,99508.0,ford,good,8 cylinders,gas,clean,automatic,4wd,pickup,black
18995,2010.0,119839.0,chevrolet,good,8 cylinders,other,clean,automatic,4wd,pickup,unknown
2500,2002.0,205800.0,toyota,good,4 cylinders,gas,clean,automatic,fwd,sedan,brown
15968,2014.0,98723.0,cadillac,good,6 cylinders,gas,clean,automatic,fwd,sedan,unknown
3350,2002.0,144819.0,nissan,excellent,6 cylinders,gas,clean,automatic,rwd,SUV,white
29995,2019.0,98528.0,ford,good,6 cylinders,gas,clean,automatic,4wd,truck,grey
10999,2010.0,124251.0,dodge,excellent,6 cylinders,gas,clean,automatic,rwd,pickup,white
12998,2004.0,39385.0,ford,good,8 cylinders,gas,clean,automatic,rwd,truck,white
8995,2011.0,84000.0,nissan,good,4 cylinders,gas,clean,automatic,fwd,sedan,unknown
10995,2011.0,110974.0,bmw,good,6 cylinders,gas,clean,automatic,4wd,SUV,custom
3500,2014.0,147755.0,ford,excellent,6 cylinders,gas,clean,automatic,4wd,coupe,black
28990,2020.0,4771.0,volkswagen,good,4 cylinders,gas,clean,other,fwd,sedan,black
9800,2015.0,90325.0,chevrolet,good,4 cylinders,gas,clean,automatic,4wd,SUV,silver
27900,2018.0,130000.0,chevrolet,good,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
7998,2010.0,95353.0,subaru,good,4 cylinders,gas,clean,manual,4wd,sedan,silver
21795,2013.0,140586.0,ford,good,8 cylinders,gas,clean,automatic,4wd,pickup,black
21590,2013.0,54372.0,infiniti,good,6 cylinders,gas,clean,other,rwd,SUV,white
61590,2019.0,7218.0,audi,good,6 cylinders,gas,clean,automatic,4wd,other,white
8998,2013.0,129811.0,subaru,good,4 cylinders,gas,clean,automatic,4wd,sedan,white
12980,2014.0,121993.0,honda,like new,4 cylinders,gas,clean,manual,fwd,sedan,black
8450,2002.0,198425.0,toyota,good,4 cylinders,gas,clean,automatic,4wd,wagon,black
26999,2018.0,46000.0,dodge,excellent,6 cylinders,gas,clean,automatic,rwd,sedan,unknown
30995,2016.0,74754.0,audi,good,6 cylinders,gas,clean,automatic,4wd,other,white
7995,2013.0,110561.0,ford,good,4 cylinders,other,clean,automatic,fwd,hatchback,custom
9995,2015.0,66269.0,ford,excellent,4 cylinders,hybrid,clean,automatic,fwd,hatchback,black
33590,2019.0,16808.0,infiniti,good,6 cylinders,other,clean,other,rwd,hatchback,white
23590,2012.0,94053.0,infiniti,good,8 cylinders,other,clean,other,4wd,SUV,unknown
5200,2006.0,120739.0,subaru,good,4 cylinders,gas,clean,automatic,4wd,sedan,black
6500,2002.0,118000.0,bmw,excellent,6 cylinders,gas,clean,automatic,rwd,sedan,silver
33461,2018.0,44723.0,audi,good,4 cylinders,gas,clean,automatic,4wd,SUV,grey
32590,2018.0,13576.0,jeep,good,6 cylinders,gas,clean,other,4wd,SUV,red
17990,2018.0,25065.0,hyundai,good,4 cylinders,gas,clean,other,fwd,sedan,silver
18913,2017.0,33618.0,lincoln,good,6 cylinders,hybrid,clean,automatic,fwd,sedan,unknown
35590,2019.0,8573.0,outro,good,4 cylinders,gas,clean,other,rwd,sedan,silver
5896,2014.0,145222.0,chevrolet,excellent,4 cylinders,gas,clean,automatic,fwd,hatchback,blue
21589,2020.0,16441.0,outro,good,4 cylinders,gas,clean,other,4wd,SUV,unknown
2500,1994.0,152000.0,ford,good,8 cylinders,diesel,salvage,automatic,4wd,pickup,unknown
18500,2018.0,35504.0,ford,excellent,4 cylinders,gas,clean,automatic,fwd,SUV,unknown
19998,2018.0,26616.0,kia,good,4 cylinders,gas,clean,automatic,fwd,sedan,black
38990,2013.0,51525.0,chevrolet,good,8 cylinders,gas,clean,other,rwd,other,red
7000,2002.0,70000.0,ford,good,6 cylinders,gas,clean,manual,rwd,pickup,red
7000,1991.0,105000.0,mazda,like new,4 cylinders,gas,clean,manual,rwd,convertible,white
34000,2013.0,80000.0,ford,good,8 cylinders,diesel,salvage,automatic,4wd,pickup,unknown
38500,2020.0,5500.0,ram,new,8 cylinders,gas,clean,automatic,4wd,truck,white
7750,2012.0,140000.0,volkswagen,excellent,4 cylinders,gas,clean,automatic,fwd,sedan,unknown
9995,2013.0,96831.0,toyota,good,4 cylinders,gas,clean,automatic,fwd,sedan,white
19988,2016.0,57759.0,cadillac,good,6 cylinders,gas,clean,automatic,fwd,sedan,unknown
9999,1999.0,154430.0,toyota,excellent,6 cylinders,gas,salvage,automatic,fwd,truck,unknown
32500,1957.0,68800.0,outro,excellent,8 cylinders,gas,clean,automatic,rwd,coupe,grey
30590,2019.0,16685.0,outro,good,4 cylinders,other,clean,other,rwd,sedan,black
12750,2013.0,82000.0,chrysler,good,6 cylinders,gas,clean,automatic,fwd,sedan,white
4000,2014.0,100000.0,nissan,good,4 cylinders,gas,clean,manual,fwd,sedan,grey
6485,2011.0,14300.0,jeep,good,6 cylinders,gas,clean,automatic,4wd,SUV,black
28590,2018.0,27973.0,gmc,good,6 cylinders,gas,clean,other,4wd,SUV,silver
8997,2015.0,213277.0,hyundai,good,4 cylinders,hybrid,clean,automatic,fwd,sedan,red
32900,2019.0,6735.0,ford,like new,6 cylinders,gas,clean,automatic,rwd,van,white
16991,2016.0,48116.0,toyota,good,4 cylinders,gas,clean,automatic,fwd,sedan,black
26990,2017.0,14789.0,cadillac,good,6 cylinders,gas,clean,other,fwd,sedan,unknown
11398,2015.0,85092.0,hyundai,good,4 cylinders,gas,clean,automatic,fwd,sedan,white
12999,2007.0,179314.0,chevrolet,good,8 cylinders,gas,clean,automatic,rwd,pickup,white
49999,2021.0,5151.0,toyota,good,4 cylinders,gas,clean,automatic,4wd,SUV,grey
49995,2015.0,92178.0,ford,good,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
8500,2006.0,191339.0,lexus,good,6 cylinders,gas,clean,automatic,fwd,SUV,silver
6990,2010.0,123703.0,hyundai,like new,6 cylinders,gas,clean,automatic,rwd,sedan,grey
17990,2013.0,54419.0,honda,good,4 cylinders,gas,clean,other,fwd,coupe,unknown
34400,2017.0,50700.0,bmw,excellent,6 cylinders,gas,clean,automatic,4wd,SUV,blue
34999,2017.0,35601.0,ford,good,6 cylinders,gas,clean,automatic,4wd,truck,unknown
49851,2015.0,49258.0,ford,good,8 cylinders,diesel,clean,automatic,4wd,pickup,silver
4500,2004.0,182330.0,chevrolet,good,6 cylinders,gas,clean,automatic,4wd,SUV,silver
34590,2019.0,7460.0,bmw,good,6 cylinders,other,clean,other,rwd,sedan,black
17995,2020.0,19880.0,hyundai,good,4 cylinders,gas,clean,automatic,fwd,sedan,black
5800,2006.0,202189.0,nissan,excellent,6 cylinders,gas,clean,automatic,4wd,SUV,white
1500,2012.0,150000.0,nissan,good,4 cylinders,gas,clean,automatic,fwd,sedan,unknown
11588,2017.0,98933.0,hyundai,good,4 cylinders,gas,clean,automatic,fwd,sedan,white
6995,2010.0,176055.0,toyota,like new,4 cylinders,gas,clean,automatic,fwd,sedan,white
3400,2001.0,260000.0,toyota,good,4 cylinders,gas,clean,automatic,fwd,sedan,unknown
10888,2005.0,31670.0,acura,excellent,6 cylinders,gas,clean,automatic,fwd,sedan,unknown
600,1986.0,61063.0,outro,fair,6 cylinders,gas,clean,automatic,rwd,sedan,red
18590,2018.0,28942.0,honda,good,4 cylinders,gas,clean,other,fwd,sedan,white
14995,2015.0,84270.0,toyota,good,4 cylinders,gas,clean,automatic,fwd,sedan,grey
10800,2014.0,46500.0,outro,excellent,4 cylinders,gas,clean,automatic,fwd,wagon,white
3000,2008.0,216000.0,nissan,good,4 cylinders,gas,clean,automatic,fwd,sedan,white
12998,2005.0,138555.0,gmc,good,8 cylinders,gas,clean,automatic,4wd,pickup,silver
4500,2004.0,161000.0,buick,good,6 cylinders,gas,clean,automatic,fwd,other,silver
23991,2016.0,54136.0,subaru,good,4 cylinders,gas,clean,automatic,4wd,sedan,green
16495,2015.0,44420.0,toyota,good,4 cylinders,gas,clean,automatic,fwd,hatchback,unknown
13595,2017.0,91559.0,dodge,like new,6 cylinders,gas,clean,automatic,fwd,mini-van,unknown
19590,2018.0,19938.0,buick,good,6 cylinders,gas,clean,other,fwd,other,unknown
5995,2010.0,129000.0,nissan,good,4 cylinders,gas,clean,automatic,fwd,sedan,unknown
24971,2017.0,34231.0,buick,good,6 cylinders,gas,clean,automatic,fwd,sedan,silver
4995,2006.0,173446.0,dodge,good,6 cylinders,gas,clean,automatic,rwd,sedan,unknown
37999,2016.0,151913.0,chevrolet,good,8 cylinders,diesel,clean,automatic,4wd,pickup,unknown
5000,2004.0,200176.0,chevrolet,good,8 cylinders,gas,clean,automatic,4wd,SUV,unknown
4450,2007.0,130000.0,mercedes-benz,excellent,6 cylinders,gas,clean,automatic,rwd,sedan,unknown
19995,2018.0,14147.0,hyundai,excellent,4 cylinders,gas,clean,automatic,fwd,SUV,blue
50000,2008.0,100000.0,gmc,good,8 cylinders,gas,clean,manual,rwd,pickup,white
26000,1951.0,1.0,ford,good,8 cylinders,gas,clean,automatic,4wd,pickup,unknown
11950,2013.0,136685.0,subaru,good,4 cylinders,gas,clean,automatic,4wd,sedan,unknown
33990,2018.0,37647.0,outro,good,6 cylinders,other,clean,automatic,rwd,other,black
26000,2015.0,40000.0,dodge,good,8 cylinders,gas,clean,automatic,rwd,coupe,white
2975,2004.0,161489.0,honda,good,4 cylinders,gas,clean,manual,fwd,sedan,grey
539,2021.0,11.0,jeep,good,6 cylinders,gas,clean,automatic,4wd,SUV,silver
5800,2006.0,182090.0,ford,excellent,6 cylinders,gas,clean,automatic,rwd,van,white
4879,2008.0,183630.0,buick,good,8 cylinders,gas,clean,automatic,fwd,sedan,grey
4500,2007.0,150000.0,lincoln,good,6 cylinders,gas,clean,automatic,fwd,sedan,unknown
5999,2012.0,136000.0,mazda,excellent,4 cylinders,gas,clean,manual,fwd,sedan,grey
3000,2002.0,274000.0,ford,excellent,6 cylinders,gas,clean,manual,rwd,coupe,green
3500,1983.0,193000.0,outro,good,5 cylinders,gas,clean,manual,fwd,sedan,unknown
17995,2016.0,62257.0,outro,like new,4 cylinders,gas,clean,automatic,fwd,wagon,silver
38590,2019.0,12992.0,toyota,good,4 cylinders,other,clean,other,4wd,pickup,black
